HSC,MPP1,MPP2,CLP,CMP,GMP,MEP,CD4,CD8,B_cell,Eryth,Granu,Mono,TBSC,ABSC,MTAC,CLDC,EPro,EDif
0.5961406411038429,0.6170356098689607,0.6288503880697472,0.640218770376291,0.6417423279978125,0.6350849757062028,0.6070041225837663,0.646955272069495,0.6480896977473024,0.6460828828639337,0.5164725827145947,0.6211135393222978,0.6259271711923943,0.568291304713628,0.5694598889426414,0.538287508150517,0.5465431714447975,0.5850959131733375,0.5822800622594283
